Sn.No,Diary Phase,HH ID,Were you able to get in contact with the customer? ,3. What fuel was used?,3. What fuel was used?/Electricity,3. What fuel was used?/LPG,3. What fuel was used?/Kerosene,3. What fuel was used?/Charcoal,3. What fuel was used?/Firewood,3. What fuel was used?/Other,Please specify:,"4. What time did you start with any cooking activities? (lighting a fire, chopping vetables)",How much LPG was there before cooking (kg)?,How much kerosene was there before cooking (Litre)?,How much charcoal was there before cooking (kg)?,How much firewood was there before cooking (kg)?,How much other fuel was there before cooking (kg)?,How much LPG was there after cooking (kg)?,How much kerosene was there after cooking (Litre)?,How much charcoal was there after cooking (kg)?,How much firewood was there after cooking (kg)?,How much other fuel was there after cooking (kg)?,How long did it take to start the CHARCOAL fire? (mins),How long did it take to start the WOOD fire? (mins),Was any Charcoal saved for later?,Was any Firewood saved for later?,7. Gender of the cook:,8. Reason for cooking,8. Reason for cooking/Breakfast,8. Reason for cooking/Lunch,8. Reason for cooking/Supper,8. Reason for cooking/Snack,8. Reason for cooking/Food for baby,8. Reason for cooking/Water heating,8. Reason for cooking/Other,Please specify:,How many people were catered for?,9. Adults:,10. Children:,11. Did any food not require cooking?,Please specify:,12. How many dishes were cooked?,13. How many times was water heated?,1a) Which dish was prepared?,Please specify:,1b) What was used?,Please specify:,1c) What was used?,1c) What was used?/Sufuria big,1c) What was used?/Sufuria medium,1c) What was used?/Sufuria small,1c) What was used?/Frying pan,1c) What was used?/Kettle,1c) What was used?/Other,Please specify:,1e) Was a lid used?,1f) Fresh or reheated?,1g) Saving for later?,What time did you start cooking dish 1?,What was the meter reading before cooking?,What time did you finish cooking dish 1?,What was the meter reading after cooking?,2a) Which dish was prepared?,Please specify:,2b) What was used?,Please specify:,2c) What was used?,2c) What was used?/Sufuria big,2c) What was used?/Sufuria medium,2c) What was used?/Sufuria small,2c) What was used?/Frying pan,2c) What was used?/Kettle,2c) What was used?/Other,Please specify:,2e) Was a lid used?,2f) Fresh or reheated?,2g) Saving for later?,What time did you start cooking dish 2?,What was the meter reading before cooking?,What time did you finish cooking dish 2?,What was the meter reading after cooking?,3a) Which dish was prepared?,Please specify:,3b) What was used?,Please specify:,3c) What was used?,3c) What was used?/Sufuria big,3c) What was used?/Sufuria medium,3c) What was used?/Sufuria small,3c) What was used?/Frying pan,3c) What was used?/Kettle,3c) What was used?/Other,Please specify:,3e) Was a lid used?,3f) Fresh or reheated?,3g) Saving for later?,What time did you start cooking dish 3?,What was the meter reading before cooking?,What time did you finish cooking dish 3?,What was the meter reading after cooking?,4a) Which dish was prepared?,Please specify:,4b) What was used?,Please specify:,4c) What was used?,4c) What was used?/Sufuria big,4c) What was used?/Sufuria medium,4c) What was used?/Sufuria small,4c) What was used?/Frying pan,4c) What was used?/Kettle,4c) What was used?/Other,Please specify:,4e) Was a lid used?,4f) Fresh or reheated?,4g) Saving for later?,What time did you start cooking dish 4?,What was the meter reading before cooking?,What time did you finish cooking dish 4?,What was the meter reading after cooking?,5a) Which dish was prepared?,Please specify:,5b) What was used?,Please specify:,5c) What was used?,5c) What was used?/Sufuria big,5c) What was used?/Sufuria medium,5c) What was used?/Sufuria small,5c) What was used?/Frying pan,5c) What was used?/Kettle,5c) What was used?/Other,Please specify:,5e) Was a lid used?,5f) Fresh or reheated?,5g) Saving for later?,What time did you start cooking dish 5?,What was the meter reading before cooking?,What time did you finish cooking dish 5?,What was the meter reading after cooking?,6a) Why was the water heated?,Please specify:,6b) What was used?,Please specify:,6c) What was used?,6c) What was used?/Sufuria big,6c) What was used?/Sufuria medium,6c) What was used?/Sufuria small,6c) What was used?/Frying pan,6c) What was used?/Kettle,6c) What was used?/Other,Please specify:,6d) Was a lid used?,6e) How cold was the water/milk before heating?,6f) Saving for later (thermos)?,What time did you start heating the water 1?,What was the meter reading before cooking?,What time did you finish heating the water 1?,What was the meter reading after cooking?,7a) Why was the water heated?,Please specify:,7b) What was used?,Please specify:,7c) What was used?,7c) What was used?/Sufuria big,7c) What was used?/Sufuria medium,7c) What was used?/Sufuria small,7c) What was used?/Frying pan,7c) What was used?/Kettle,7c) What was used?/Other,Please specify:,7d) Was a lid used?,7e) How cold was the water/milk before heating?,7f) Saving for later (thermos)?,What time did you start heating the water 2?,What was the meter reading before cooking?,What time did you finish heating the water 2?,What was the meter reading after cooking?,What time did you finish all the cooking activities for the meal?,,,,,,,
1349,Post EPC,700377033,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,28,,,,,26,,,5,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,3,2,No,,3,1,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,18:30:00.000+03:00,,20:20:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:20:00.000+03:00,,21:00:00.000+03:00,,Other,Pilao,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:00:00.000+03:00,,13:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,10:05:00.000+03:00,,10:55:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
1350,Post EPC,700377033,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,30,,,,,28,,,4,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,3,2,No,,4,1,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,18:30:00.000+03:00,,20:40:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:45:00.000+03:00,,21:00:00.000+03:00,,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:00:00.000+03:00,,13:10:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,12:00:00.000+03:00,,13:10:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,10:00:00.000+03:00,,11:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
1351,Pre EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,10:15:00.000+03:00,,,10,,,,,5,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,1,Other,Groundnut Source/Stew,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:25:00.000+03:00,,11:35:00.000+03:00,,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,11:50:00.000+03:00,,12:10:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Cooking Rice,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,11:38:00.000+03:00,,11:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,12:10:00.000+03:00,,,,,,,
1352,Pre EPC,706008260,Yes,LPG Charcoal,0,1,0,1,0,0,,09:10:00.000+03:00,13,,20,,,12.8,,15,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,1,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:05:00.000+03:00,,11:15:00.000+03:00,,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,11:30:00.000+03:00,,11:52:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Cooking Rice,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,11:20:00.000+03:00,,11:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Pre EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,11:30:00.000+03:00,,,15,,,,,13,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,1,Other,Cabbages,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,11:40:00.000+03:00,,12:05:00.000+03:00,,Ugali,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,12:20:00.000+03:00,,12:35:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Preparing Ugali,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:10:00.000+03:00,,12:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,12:35:00.000+03:00,,,,,,,
1354,Pre EPC,706008260,Yes,LPG,0,1,0,0,0,0,,11:30:00.000+03:00,12.8,,,,,12.7,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,1,0,Other,Katogo - Matooke/Groundnuts,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:00:00.000+03:00,,13:15:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:15:00.000+03:00,,,,,,,
1355,Pre EPC,706008260,Yes,LPG,0,1,0,0,0,0,,12:30:00.000+03:00,12.7,,,,,12.6,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,1,Other,Spinach and Eggs,Gas stove,,Frying pan,0,0,0,1,0,0,,No,Fresh,None,12:40:00.000+03:00,,13:00:00.000+03:00,,Ugali,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,13:10:00.000+03:00,,13:25:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Preparing Ugali/Posho,Gas stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,13:00:00.000+03:00,,13:10:00.000+03:00,,,,,,,,,,,,,,,,,,,,,13:25:00.000+03:00,,,,,,,
1356,Pre EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,10,,,,,6,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,1,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:15:00.000+03:00,,12:00:00.000+03:00,,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:10:00.000+03:00,,12:35:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Cooking Rice ,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:10:00.000+03:00,,,,,,,,,,,,,,,,,,,,,12:35:00.000+03:00,,,,,,,
1357,Pre EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,10:30:00.000+03:00,,,13,,,,,7,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Other,Groundnut Sauce/Stew ,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,10:40:00.000+03:00,,12:30:00.000+03:00,,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:35:00.000+03:00,,13:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:10:00.000+03:00,,,,,,,
1358,Pre EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,09:30:00.000+03:00,,,12,,,,,8,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Other,Groundnut Sauce/Stew,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,09:45:00.000+03:00,,11:05:00.000+03:00,,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,11:10:00.000+03:00,,11:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00:00.000+03:00,,,,,,,
1359,Pre EPC,706008260,Yes,LPG,0,1,0,0,0,0,,09:30:00.000+03:00,12.5,,,,,12,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Duck/chicken stew,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:30:00.000+03:00,,11:10:00.000+03:00,,Chapati,,Gas stove,,Frying pan,0,0,0,1,0,0,,No,Fresh,None,11:15:00.000+03:00,,12:05:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:05:00.000+03:00,,,,,,,
1360,Pre EPC,706008260,Yes,LPG,0,1,0,0,0,0,,11:15:00.000+03:00,11.9,,,,,11.7,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Leafy veg,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,11:30:00.000+03:00,,11:50:00.000+03:00,,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:15:00.000+03:00,,12:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30:00.000+03:00,,,,,,,
1361,Pre EPC,706008260,Yes,LPG,0,1,0,0,0,0,,10:30:00.000+03:00,11.7,,,,,11.5,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Matoke,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,11:15:00.000+03:00,,11:35:00.000+03:00,,Other,Tomato Stew,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:15:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15:00.000+03:00,,,,,,,
1362,Pre EPC,706008260,Yes,LPG Charcoal,0,1,0,1,0,0,,09:30:00.000+03:00,11.5,,12,,,11.2,,7.5,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,5,0,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,10:15:00.000+03:00,,10:55:00.000+03:00,,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,10:15:00.000+03:00,,10:55:00.000+03:00,,Other,Plantain,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,10:15:00.000+03:00,,10:55:00.000+03:00,,Other,Groundnut Stew,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,11:00:00.000+03:00,,12:20:00.000+03:00,,Other,Pork,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,11:45:00.000+03:00,,12:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45:00.000+03:00,,,,,,,
1363,Pre EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,09:45:00.000+03:00,,,8,,,,,3,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:15:00.000+03:00,,12:55:00.000+03:00,,Other,Offals,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:15:00.000+03:00,,12:55:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
1364,Pre EPC,706008260,Yes,LPG,0,1,0,0,0,0,,11:30:00.000+03:00,10.9,,,,,10.8,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,1,Leafy veg,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:45:00.000+03:00,,Ugali,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,No,Fresh,None,12:55:00.000+03:00,,13:15:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,To prepare Ugali,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:45:00.000+03:00,,12:55:00.000+03:00,,,,,,,,,,,,,,,,,,,,,13:20:00.000+03:00,,,,,,,
1365,Pre EPC,706008260,Yes,LPG,0,1,0,0,0,0,,11:30:00.000+03:00,10.8,,,,,10.65,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Other,Egg Plants,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:30:00.000+03:00,,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:40:00.000+03:00,,12:15:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30:00.000+03:00,,,,,,,
1366,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,22,,,,,18,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Mlenda,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:30:00.000+03:00,,Other,Pasted meat,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:15:00.000+03:00,,12:45:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
1367,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,10:30:00.000+03:00,,,15,,,,,11,,,15,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,10:45:00.000+03:00,,12:30:00.000+03:00,,Ugali,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,12:30:00.000+03:00,,12:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
1368,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,12:00:00.000+03:00,,,14,,,,,11,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,1,0,Other,Sweet potatoes and gnuts ,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:15:00.000+03:00,,13:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
1369,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,12:00:00.000+03:00,,,12,,,,,9,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Other,Dried fish,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:15:00.000+03:00,,12:55:00.000+03:00,,Rice,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,None,12:30:00.000+03:00,,12:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
1370,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,12:00:00.000+03:00,,,12,,,,,7,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,1,0,Other,Meat pilau ,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,12:15:00.000+03:00,,12:55:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
1371,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,11:00:00.000+03:00,,,7,,,,,2,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:10:00.000+03:00,,12:50:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,13:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30:00.000+03:00,,,,,,,
1372,Post EPC,706008260,Yes,LPG,0,1,0,0,0,0,,12:00:00.000+03:00,3,,,,,2,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Ugali,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:20:00.000+03:00,,12:40:00.000+03:00,,Other,Gobe in eggs ,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:45:00.000+03:00,,13:05:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:05:00.000+03:00,,,,,,,
1373,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,12:00:00.000+03:00,,,8,,,,,5,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,1,0,Other,Katogo,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,12:15:00.000+03:00,,13:25:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30:00.000+03:00,,,,,,,
1374,Post EPC,706008260,Yes,LPG,0,1,0,0,0,0,,12:10:00.000+03:00,3,,,,,2.6,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,1,0,Other,Potato salad ,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:20:00.000+03:00,,13:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
1375,Post EPC,706008260,Yes,LPG Other,0,1,0,0,0,1,Pressure cooker,12:00:00.000+03:00,2.6,,,,2,2,,,,1.5,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,3,0,Beans,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:50:00.000+03:00,,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:20:00.000+03:00,,Other,Paprika chicken ,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:30:00.000+03:00,,13:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:20:00.000+03:00,,,,,,,
1376,Post EPC,706008260,Yes,LPG,0,1,0,0,0,0,,12:30:00.000+03:00,,,,,,,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:30:00.000+03:00,,12:50:00.000+03:00,,Fish stew (boiled),,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:50:00.000+03:00,,13:10:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:20:00.000+03:00,,,,,,,
1377,Post EPC,706008260,Yes,LPG,0,1,0,0,0,0,,12:00:00.000+03:00,,,,,,,,,,,,,,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Other,Sausage stew,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:20:00.000+03:00,,13:05:00.000+03:00,,Other,Bread,Gas stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,None,12:30:00.000+03:00,,13:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:10:00.000+03:00,,,,,,,
1378,Post EPC,706008260,Yes,Charcoal,0,0,0,1,0,0,,11:10:00.000+03:00,,,12,,,,,9,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:20:00.000+03:00,,13:20:00.000+03:00,,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:30:00.000+03:00,,13:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:15:00.000+03:00,,,,,,,
